流水號,候選人,序號,交易日期,交易年,收支科目,統一編號,捐贈者／支出對象,收入金額,支出金額,金錢類,地址,P,營業地址
245,張慶忠,10,104/11/19,104,營利事業捐贈收入,54835648,王將國際企業有限公司,1000,NA,是,新北市中和區,NA,新北市中和區秀明里景平路260號18樓之5
246,陳永福,9,104/11/25,104,營利事業捐贈收入,54835648,王將國際企業有限公司,1000,NA,是,新北市中和區,NA,新北市中和區秀明里景平路260號18樓之5
4961,馬文君,46,104/10/14,104,營利事業捐贈收入,70445408,世弘工程股份有限公司,300000,NA,是,臺北市文山區,NA,臺北市文山區景華里景華街19號
4962,楊麗環,45,104/10/14,104,營利事業捐贈收入,70445408,世弘工程股份有限公司,300000,NA,是,臺北市文山區,NA,臺北市文山區景華里景華街19號
645,蘇震清,14,104/12/25,104,營利事業捐贈收入,53619328,世有廷開發建設有限公司,50000,NA,是,屏東縣潮州鎮,180,屏東縣潮州鎮八爺里1鄰大同路59號1樓
3779,蔡錦隆,19,104/12/28,104,營利事業捐贈收入,22490950,世技水電工程實業股份有限公司,10000,NA,是,臺中市工業區,NA,臺中市西屯區協和里工業區三八路159號1樓
4680,姚文智,75,104/09/15,104,營利事業捐贈收入,23156047,世邦聯合空運代理股份有限公司,100000,NA,是,臺北市中山區,201,臺北市中山區復華里南京東路3段217號3樓
656,蘇震清,5,104/12/30,104,營利事業捐贈收入,16654498,世芥蘭業股份有限公司,100000,NA,是,屏東縣麟洛鄉,180,屏東縣麟洛鄉麟趾村7鄰中正路小份巷49號之1
3202,陳文彬,64,104/10/19,104,營利事業捐贈收入,23392078,世竑工業有限公司,50000,NA,是,彰化縣鹿港鎮,190,彰化縣鹿港鎮東崎里石碑巷2號
1008,吳秉叡,38,104/11/19,104,營利事業捐贈收入,23726244,世展工業有限公司,100000,NA,是,新北市蘆洲區,NA,桃園市龜山區大華里022鄰頂湖一街19號
841,陳學聖,18,104/12/31,104,營利事業捐贈收入,84869594,世強貨運有限公司,10000,NA,是,桃園市中壢區,229,桃園市平鎮區復旦里文化街8巷15號1樓
1846,賴瑞隆,25,104/09/21,104,營利事業捐贈收入,13184699,世盛消防設備檢修有限公司,20000,NA,是,高雄市新興區,NA,高雄市新興區秋山里南臺路116號1樓
2199,顏寬恒,1,105/01/11,105,營利事業捐贈收入,36073483,世祥汽材製造廠股份有限公司,300000,NA,是,彰化縣芬園鄉,233,新北市三重區仁愛街245巷15號1樓
1975,管碧玲,43,104/11/30,104,營利事業捐贈收入,16820530,世翔人力資源管理顧問有限公司,10000,NA,是,高雄市左營區,215,高雄市鼓山區龍子里龍德路106巷33號9樓
3215,陳文彬,87,104/07/29,104,營利事業捐贈收入,28052561,世華石油股份有限公司,30000,NA,是,彰化縣員林鎮,152,彰化縣鹿港鎮海埔里023鄰彰濱五路二段332號2樓
3199,王惠美,88,104/11/26,104,營利事業捐贈收入,39765566,世進傢俱企業社,100000,NA,是,彰化縣鹿港鎮,210,彰化縣鹿港鎮東石里臨海路3段432號
2232,吳育昇,44,104/11/26,104,營利事業捐贈收入,22221978,世新大飯店股份有限公司,200000,NA,是,新北市三重區,NA,新北市三重區福德里成功路171號3樓
2231,李乾龍,4,105/01/04,105,營利事業捐贈收入,22221978,世新大飯店股份有限公司,200000,NA,是,新北市三重區,NA,新北市三重區福德里成功路171號3樓
1514,邱志偉,90,104/09/07,104,營利事業捐贈收入,88700083,世暘工廠產業股份有限公司,100000,NA,是,高雄市岡山區,NA,高雄市岡山區本洲里本工二路18號
1513,邱志偉,82,104/09/15,104,營利事業捐贈收入,88700083,世暘工廠產業股份有限公司,100000,NA,是,高雄市岡山區,NA,高雄市岡山區本洲里本工二路18號
5444,王定宇,116,104/08/31,104,營利事業捐贈收入,69525895,世綺企業有限公司,50000,NA,是,臺南市北區成,219,臺南市北區公園里成功路2號5樓之16
5445,王定宇,83,104/10/31,104,營利事業捐贈收入,69525895,世綺企業有限公司,100000,NA,是,臺南市北區成,219,臺南市北區公園里成功路2號5樓之16
5443,陳亭妃,91,104/12/15,104,營利事業捐贈收入,69525895,世綺企業有限公司,20000,NA,是,臺南市北區成,NA,臺南市北區公園里成功路2號5樓之16
529,張國鑫,4,104/12/31,104,營利事業捐贈收入,16700161,世緯貿易有限公司,20000,NA,是,南投縣草屯鎮,300,南投縣南投市嘉和里文化南路104巷2弄24號
303,陳歐珀,53,104/11/13,104,營利事業捐贈收入,39551950,世樺中醫診所,50000,NA,是,大同路段巷號,162,新北市汐止區大同路二段551巷3號1樓
5407,陳亭妃,100,104/12/14,104,營利事業捐贈收入,54557031,世總室內裝修設計有限公司,200000,NA,是,臺中市南屯區,NA,臺南市仁德區仁義里017鄰中山路220號1樓
957,陳賴素美,39,104/10/09,104,營利事業捐贈收入,43693544,世聯倉運股份有限公司,20000,NA,是,桃園市楊梅區,165,桃園市楊梅區青山里獅一路7號2樓
958,黃國昌,10,104/12/09,104,營利事業捐贈收入,43693544,世聯倉運股份有限公司,100000,NA,是,桃園市楊梅區,NA,桃園市楊梅區青山里獅一路7號2樓
1512,蔡金晏,7,104/12/30,104,營利事業捐贈收入,86637206,世鎧精密股份有限公司,100000,NA,是,雄市岡山區,140,高雄市岡山區本洲里本工一路1號
1331,李昆澤,74,104/08/27,104,營利事業捐贈收入,96868710,丙偉有限公司,20000,NA,是,高雄市仁武區,207,高雄市仁武區八卦里八德東路61號
3631,謝志忠,28,104/12/14,104,營利事業捐贈收入,55957246,主原木業股份有限公司,15000,NA,是,臺中市豐原區,157,臺中市北屯區舊社里北屯路469―7號1樓
527,張國鑫,2,105/01/07,105,營利事業捐贈收入,97543938,仕揚實業股份有限公司,100000,NA,是,南投縣南投市,300,南投縣南投市新興里6鄰成功三路363號
3086,王惠美,73,104/12/02,104,營利事業捐贈收入,59182940,仙吉企業股份有限公司,50000,NA,是,彰化縣鹿港鎮,211,彰化縣和美鎮鎮平里南平路20號
1376,邱議瑩,28,104/11/25,104,營利事業捐贈收入,83600894,仙資堂企業股份有限公司,200000,NA,是,高雄市仁武區,242,高雄市仁武區高楠里高楠公路96號
1377,張顯耀,2,105/01/08,105,營利事業捐贈收入,83600894,仙資堂企業股份有限公司,300000,NA,是,高雄市仁武區,NA,高雄市仁武區高楠里高楠公路96號
3454,何欣純,63,104/10/23,104,營利事業捐贈收入,55895066,仟昇工業股份有限公司,20000,NA,是,臺中市大里區,204,臺中市大里區西湖里西湖路425號
3455,陳世凱,41,104/09/22,104,營利事業捐贈收入,55895066,仟昇工業股份有限公司,50000,NA,是,西湖路＊＊＊＊,156,臺中市大里區西湖里西湖路425號
3548,何欣純,81,104/08/19,104,營利事業捐贈收入,23393800,仟曜塑膠股份有限公司,50000,NA,是,臺中市太平區,203,臺中市太平區宜欣里宜昌東路108號
3658,陳世凱,38,104/10/13,104,營利事業捐贈收入,24421425,仟鑽股份有限公司,200000,NA,是,臺中市大雅區,155,臺中市西區中興里公益路130號11樓
3659,顏寬恒,29,104/12/16,104,營利事業捐贈收入,24421425,仟鑽股份有限公司,1000000,NA,是,臺中市大雅區,233,臺中市西區中興里公益路130號11樓
2728,黃志雄,23,104/11/16,104,營利事業捐贈收入,28896703,令凱有限公司,250000,NA,是,新北市蘆洲區,249,新北市蘆洲區永安里九芎街167巷9號2樓
189,陳歐珀,55,104/09/10,104,營利事業捐贈收入,3163604,功祥貿易有限公司,50000,NA,是,建國北路段號,162,臺北市中山區建國北路2段88號4樓
386,陳歐珀,29,104/12/11,104,營利事業捐贈收入,53873480,功鼎建設有限公司,200000,NA,是,宜蘭縣宜蘭市,161,宜蘭縣宜蘭市新生里13鄰中山路5段166巷15弄21號1樓
767,丁守中,36,104/11/20,104,營利事業捐贈收入,86630920,功學社單車股份有限公司,49800,NA,否,桃園市大園區,NA,桃園市大園區溪海里功學路48號
766,黃珊珊,5,104/12/25,104,營利事業捐贈收入,86630920,功學社單車股份有限公司,45000,NA,否,桃園市桃園區,NA,桃園市大園區溪海里功學路48號
3103,洪宗熠,3,104/12/31,104,營利事業捐贈收入,22083855,加保保麗龍股份有限公司,100000,NA,是,彰化縣花壇鄉,172,彰化縣花壇鄉三春村三芬路242號
3104,黃秀芳,27,104/12/30,104,營利事業捐贈收入,22083855,加保保麗龍股份有限公司,200000,NA,是,彰化縣花壇鄉,177,彰化縣花壇鄉三春村三芬路242號
5678,陳亭妃,25,104/12/31,104,營利事業捐贈收入,28038533,加益貿易股份有限公司,10000,NA,是,臺南市東區崇,NA,臺南市東區崇文里崇德二十街112號1樓
3883,簡孟軒,7,104/12/18,104,營利事業捐贈收入,53371281,加得旺汽車股份有限公司,9000,NA,是,臺中市南區復,264,"臺中市南區江川里復興路3段112,112-1號"
440,蕭美琴,58,104/09/21,104,營利事業捐贈收入,18056906,加興資源回收行,10000,NA,是,花蓮縣吉安鄉,NA,花蓮縣吉安鄉吉安村1鄰中興路15號
4753,羅致政,4,104/12/25,104,營利事業捐贈收入,22397429,北大欣股份有限公司,100000,NA,是,臺北市中正區,NA,臺北市中正區文北里金山南路1段65―3號
1204,黃柏霖,21,104/12/08,104,營利事業捐贈收入,53581688,北京同仁堂生物科技股份有限公司,100000,NA,是,高雄市三民區,153,高雄市三民區德西里美都路300巷58號1樓
1203,黃柏霖,20,104/12/10,104,營利事業捐贈收入,53581688,北京同仁堂生物科技股份有限公司,100000,NA,是,高雄市三民區,153,高雄市三民區德西里美都路300巷58號1樓
1205,黃柏霖,19,104/12/11,104,營利事業捐贈收入,53581688,北京同仁堂生物科技股份有限公司,300000,NA,是,高雄市三民區,153,高雄市三民區德西里美都路300巷58號1樓
1202,鄭汝芬,5,104/12/31,104,營利事業捐贈收入,53581688,北京同仁堂生物科技股份有限公司,100000,NA,是,高雄市三民區,NA,高雄市三民區德西里美都路300巷58號1樓
1142,李昆澤,26,104/11/25,104,營利事業捐贈收入,84731424,北京建設股份有限公司,200000,NA,是,高雄市三民區,208,高雄市三民區正興里興隆街40號4樓
1141,莊啟旺,27,104/11/17,104,營利事業捐贈收入,84731424,北京建設股份有限公司,200000,NA,是,高雄市三民區,160,高雄市三民區正興里興隆街40號4樓
1140,許智傑,46,104/11/27,104,營利事業捐贈收入,84731424,北京建設股份有限公司,200000,NA,是,高雄市三民區,NA,高雄市三民區正興里興隆街40號4樓
4443,陳歐珀,4,105/01/06,105,營利事業捐贈收入,30978390,北宜欣建設工程有限公司,150000,NA,是,臺北市大安區,161,臺北市大安區龍圖里建國南路2段25巷5號
5228,吳思瑤,35,104/11/06,104,營利事業捐贈收入,70557135,北城建設開發股份有限公司,200000,NA,是,臺北市信義松,NA,臺北市信義區松隆路102號19樓之1
4730,羅明才,36,104/09/25,104,營利事業捐贈收入,80535483,北海保險經紀人股份有限公司,30000,NA,是,臺北市中山區,194,臺北市中山區興亞里長安東路2段51之5號
5120,丁守中,71,104/07/06,104,營利事業捐贈收入,16749621,北部瓦斯股份有限公司台北分公司,100000,NA,是,桃園市龜山區,NA,臺北市松山區敦化北路207號12樓
5119,邱議瑩,106,104/07/16,104,營利事業捐贈收入,16749621,北部瓦斯股份有限公司台北分公司,100000,NA,是,桃園市龜山區,244,臺北市松山區敦化北路207號12樓
5520,王定宇,55,104/11/20,104,營利事業捐贈收入,86754914,北揚建設股份有限公司,100000,NA,是,臺南市永康區,220,臺南市永康區埔園里自強路680號2樓
5518,陳亭妃,122,104/12/01,104,營利事業捐贈收入,86754914,北揚建設股份有限公司,100000,NA,是,臺南市永康區,NA,臺南市永康區埔園里自強路680號2樓
5517,陳亭妃,101,104/12/12,104,營利事業捐贈收入,86754914,北揚建設股份有限公司,100000,NA,是,臺南市永康區,NA,臺南市永康區埔園里自強路680號2樓
5519,黃偉哲,17,104/12/07,104,營利事業捐贈收入,86754914,北揚建設股份有限公司,100000,NA,是,臺南市永康區,NA,臺南市永康區埔園里自強路680號2樓
2126,陳世凱,3,105/01/07,105,營利事業捐贈收入,97176757,北港有線電視股份有限公司,500000,NA,是,雲林縣元長鄉,155,雲林縣元長鄉長南村元南路80號1樓
2129,蔡煌瑯,13,104/12/31,104,營利事業捐贈收入,97176757,北港有線電視股份有限公司,500000,NA,是,雲林縣元長鄉,245,雲林縣元長鄉長南村元南路80號1樓
2127,顏寬恒,2,105/01/07,105,營利事業捐贈收入,97176757,北港有線電視股份有限公司,500000,NA,是,雲林縣元長鄉,233,雲林縣元長鄉長南村元南路80號1樓
2236,林淑芬,6,104/11/29,104,營利事業捐贈收入,29149467,北港龍門食品有限公司,60000,NA,是,新北市三重區,176,新北市三重區龍門里龍門路134號
4858,黃珊珊,48,104/08/24,104,營利事業捐贈收入,84251037,北碁建設股份有限公司,500000,NA,是,臺北市內湖區,NA,臺北市內湖區港墘里內湖路1段388號3樓之1
4216,羅致政,29,104/07/25,104,營利事業捐贈收入,70539307,北鎮國際軸承貿易有限公司,20000,NA,是,臺北市大同區,NA,臺北市大同區光能里承德路2段91巷32號1樓
3578,劉建國,8,105/01/15,105,營利事業捐贈收入,86339706,半天水事業股份有限公司,60000,NA,是,臺中市北區華,141,臺中市北區明德里華美街2段98號2樓
2865,吳威志,4,105/01/05,105,營利事業捐贈收入,42746749,卡啡先生餐飲有限公司,100000,NA,是,嘉義市國華街,276,嘉義市西區國華里國華街283號
4225,林淑芬,10,104/11/13,104,營利事業捐贈收入,23014863,可尼卡實業股份有限公司,10000,NA,是,臺北市大同區,176,臺北市大同區保安里承德路3段307號4樓
3165,張錦昆,12,104/12/15,104,營利事業捐贈收入,89491726,可提雅實業有限公司,20000,NA,是,彰化縣埔心鄉,NA,彰化縣埔心鄉瓦南村明聖路3段61巷16號
3384,顏寬恒,24,104/12/28,104,營利事業捐贈收入,29129672,可翔科技有限公司,200000,NA,是,臺中市南屯區,233,臺中市大甲區文武里三民路279號
544,馬文君,35,104/12/12,104,營利事業捐贈收入,19257058,台一生態休閒農場,30000,NA,是,南投縣埔里鎮,NA,南投縣埔里鎮蜈蚣里中山路1段176號
3275,陳素月,79,104/10/06,104,營利事業捐贈收入,53034036,台大氣體股份有限公司,50000,NA,是,彰化縣溪湖鎮,134,彰化縣溪湖鎮東溪里12鄰員鹿路1段38巷46號
3774,張鎔麒,2,105/01/08,105,營利事業捐贈收入,28895009,台中空廚股份有限公司,200000,NA,是,臺中市西屯區,238,臺中市西屯區協和里工業區十三路2號
3616,蔡其昌,32,104/12/14,104,營利事業捐贈收入,28799300,台中銀保險經紀人股份有限公司,500000,NA,是,臺中市西區民,192,臺中市北屯區北京里進化北路80―4號
5218,李昆澤,12,104/12/21,104,營利事業捐贈收入,21249034,台北世界貿易中心國際貿易大樓股份有限公司,500000,NA,是,臺北市信義區,208,臺北市信義區西村里基隆路1段333號32樓
5217,劉世芳,6,104/12/21,104,營利事業捐贈收入,21249034,台北世界貿易中心國際貿易大樓股份有限公司,500000,NA,是,臺北市信義區,199,臺北市信義區西村里基隆路1段333號32樓
5041,柯建銘,19,104/12/29,104,營利事業捐贈收入,13082118,台北馥敦飯店股份有限公司,1000000,NA,是,臺北市松山區,NA,臺北市松山區民有里復興北路315號1至7樓
5040,柯建銘,10,105/01/08,105,營利事業捐贈收入,13082118,台北馥敦飯店股份有限公司,1000000,NA,是,臺北市松山區,NA,臺北市松山區民有里復興北路315號1至7樓
5100,楊麗環,43,104/10/15,104,營利事業捐贈收入,20685156,台玉投資股份有限公司,150000,NA,是,臺北市松山區,NA,臺北市松山區南京東路3段261號11樓
1077,楊麗環,37,104/11/17,104,營利事業捐贈收入,43834853,台光染整股份有限公司,100000,NA,是,桃園市蘆竹區,NA,桃園市蘆竹區海湖里海湖186-25號
5103,呂玉玲,12,104/12/01,104,營利事業捐贈收入,11824327,台全電機股份有限公司,100000,NA,是,臺北市松山區,150,臺北市松山區南京東路3段346號7樓
